SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
BrCCC(=O)N1CCN(CC1)C(=O)CCBr,-0.56,,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.7558748556724915,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.3961993470957364,-0.5115,2.4771212547196626,,1.0,1.0,0.0
Brc1c(NC2=NCCN2)ccc3nccnc13,7.69,,1.6434526764861874,1.6127838567197355,1.6127838567197355,1.6127838567197355,1.5440680443502757,1.2041199826559248,0.4623979978989561,-0.17392519729917355,-0.3565473235138126,-0.38721614328026455,-0.81,-0.8,-0.8,-0.79,-0.73,-0.39,0.36,0.99,1.18,1.2,1.5314789170422551,0.5435,2.3170181010481117,,1.0,1.0,0.0
Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,2.0,11.39,0.7323937598229685,0.0,-0.2218487496163564,-0.26760624017703144,-0.26760624017703144,-0.26760624017703144,-0.26760624017703144,-0.26760624017703144,-0.26760624017703144,-0.24412514432750865,1.28,1.99,2.24,2.27,2.28,2.28,2.28,2.28,2.27,2.25,-1.3990271043132518,0.7571,,,1.0,1.0,1.0
C#CCN[C@@H]1CCc2ccccc12,6.95,,3.0,3.0,3.0,2.9777236052888476,2.1760912590556813,1.2304489213782739,0.5314789170422551,0.3222192947339193,0.2787536009528289,0.2787536009528289,-1.42,-1.42,-1.37,-1.04,-0.25,0.68,1.4,1.64,1.67,1.68,-1.6038006529042637,0.5585,,,1.0,1.0,0.0
C(COCCOCC1CO1)OCCOCC2CO2,,,1.7634279935629373,1.7634279935629373,1.7634279935629373,1.7634279935629373,1.7634279935629373,1.7634279935629373,1.7634279935629373,1.7634279935629373,1.7634279935629373,1.7634279935629373,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,0.44560420327359757,,,,1.0,0.0,0.0
C(Nc1ncnc2nc[nH]c12)c3occc3,9.24,,2.6232492903979003,2.6232492903979003,2.6232492903979003,2.621176281775035,2.6180480967120925,2.583198773968623,2.342422680822206,1.6532125137753437,0.9344984512435677,0.6720978579357175,-2.45,-2.45,-2.45,-2.45,-2.45,-2.41,-2.17,-1.48,-0.76,-0.49,-0.026872146400301365,,,,1.0,1.0,0.0
C/C=C(c1ccc(O)cc1)/C(=C/C)c2ccc(O)cc2,,9.21,-2.2518119729937998,-2.2518119729937998,-2.2518119729937998,-2.2518119729937998,-2.2518119729937998,-2.2518119729937998,-2.2518119729937998,-2.2291479883578558,-2.0177287669604316,-1.0555173278498313,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.89,4.69,3.72,-2.5228787452803374,0.8916,2.368286884902131,,1.0,0.0,1.0
C1CC(C2=NCCN2)c3ccccc3C1,10.42,,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9444826721501687,0.8195439355418687,0.3010299956639812,-0.494850021680094,0.85,0.85,0.85,0.85,0.85,0.85,0.86,0.98,1.51,2.29,-0.6216020990518624,,2.409087369447835,,1.0,1.0,0.0
C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,10.52,,1.0413926851582251,1.0413926851582251,1.0413926851582251,1.0413926851582251,1.0413926851582251,1.0413926851582251,0.9030899869919435,0.36172783601759284,-0.5086383061657274,-1.408935392973501,3.36,3.36,3.36,3.36,3.37,3.38,3.5,4.05,4.94,5.83,-4.565431095965801,0.6799,,,1.0,1.0,0.0
C1CCN(CC1)C2(CCCCC2)c3ccccc3,8.21,,2.403120521175818,2.403120521175818,2.399673721481038,2.361727836017593,2.146128035678238,1.462397997898956,0.5314789170422551,-0.26760624017703144,-0.638272163982407,-0.6989700043360187,1.15,1.15,1.15,1.18,1.4,2.09,3.02,3.83,4.19,4.24,-2.4881166390211256,0.8867,1.667452952889954,2.1335389083702174,1.0,1.0,0.0
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,10.08,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3010299956639813,1.2787536009528289,0.47712125471966244,-1.26,-1.26,-1.26,-1.26,-1.25,-1.14,-0.48,0.68,1.71,2.49,0.48287358360875376,0.6725,1.4842998393467859,2.5118833609788744,1.0,1.0,0.0
C1CN1c2nc(nc(n2)N3CC3)N4CC4,3.13,,1.8512583487190752,1.0,0.25527250510330607,-0.06550154875643228,-0.11918640771920865,-0.11918640771920865,-0.11918640771920865,-0.11918640771920865,-0.11918640771920865,-0.11918640771920865,-1.46,-0.63,0.15,0.46,0.51,0.52,0.52,0.52,0.52,0.52,1.0043213737826426,,,,1.0,1.0,0.0
C1CN2CCC1C(C2)CN3c4ccccc4Sc5ccccc35,10.43,,-0.1938200260161128,-0.21467016498923297,-0.21467016498923297,-0.21467016498923297,-0.21467016498923297,-0.23657200643706275,-0.4089353929735008,-1.0604807473813815,-2.0,-2.8239087409443187,2.07,2.09,2.1,2.1,2.1,2.12,2.3,2.94,3.87,4.71,-2.396855627379818,0.6548,2.1156105116742996,,1.0,1.0,0.0
C1CN=C(Cc2ccccc2)N1,10.9,,1.954242509439325,1.954242509439325,1.954242509439325,1.954242509439325,1.954242509439325,1.954242509439325,1.954242509439325,1.9030899869919435,1.6020599913279623,0.8750612633917001,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.19,-0.15,0.15,0.89,-0.4282911681913124,-0.5062,2.2405492482826,,1.0,1.0,0.0
C1CN=C(N1)C2CC2(c3ccccc3)c4ccccc4,10.82,,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.25527250510330607,0.2041199826559248,-0.11918640771920865,-0.8860566476931632,1.49,1.49,1.49,1.49,1.49,1.49,1.5,1.55,1.89,2.64,-2.3142582613977365,,,,1.0,1.0,0.0
C1CN=C(NC(C2CC2)C3CC3)O1,7.88,,1.8260748027008264,1.8260748027008264,1.8260748027008264,1.8129133566428555,1.7634279935629373,1.462397997898956,0.7160033436347992,0.07918124604762482,-0.1549019599857432,-0.17392519729917355,-0.52,-0.52,-0.52,-0.52,-0.47,-0.16,0.58,1.24,1.45,1.48,0.12710479836480765,,,,1.0,1.0,0.0
C1CNCCN1,9.55,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-5.6,-5.6,-5.58,-5.44,-4.98,-4.54,-3.95,-3.05,-2.16,-1.63,2.569373909615046,0.6029,2.0253058652647704,2.164352855784437,1.0,1.0,0.0
C1COCCO1,,,2.0530784434834195,2.0530784434834195,2.0530784434834195,2.0530784434834195,2.0530784434834195,2.0530784434834195,2.0530784434834195,2.0530784434834195,2.0530784434834195,2.0530784434834195,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,2.45178643552429,0.6406,,,1.0,0.0,0.0
C1N2CN3CN1CN(C2)C3,5.28,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.39,-3.07,-2.39,-1.46,-0.63,-0.24,-0.18,-0.17,-0.17,-0.17,2.884228769632604,,,,1.0,1.0,0.0
C=CN1CCCC1=O,-0.34,,1.2041199826559248,1.146128035678238,1.146128035678238,1.146128035678238,1.146128035678238,1.146128035678238,1.146128035678238,1.146128035678238,1.146128035678238,1.146128035678238,0.35,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,,,,,,1.0,0.0
C=COC=C,,,2.392696953259666,2.392696953259666,2.392696953259666,2.392696953259666,2.392696953259666,2.392696953259666,2.392696953259666,2.392696953259666,2.392696953259666,2.392696953259666,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,0.4471580313422192,,,,1.0,0.0,0.0
C=O,,,2.296665190261531,2.296665190261531,2.296665190261531,2.296665190261531,2.296665190261531,2.296665190261531,2.296665190261531,2.296665190261531,2.296665190261531,2.296665190261531,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.8041394323353505,0.7834,1.9637878273455553,,1.0,0.0,0.0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,5.49,12.94,-2.744727494896694,-2.795880017344075,-3.065501548756432,-3.795880017344075,-4.657577319177793,-5.136677139879544,-5.221848749616356,-5.251811972993799,-5.251811972993799,-5.251811972993799,3.7,3.74,4.01,4.75,5.6,6.08,6.18,6.19,6.19,6.19,,0.6716,2.28668096935493,,1.0,1.0,1.0
CC(=C)C1CCC(=CC1)C,,,-2.468521082957745,-2.468521082957745,-2.468521082957745,-2.468521082957745,-2.468521082957745,-2.468521082957745,-2.468521082957745,-2.468521082957745,-2.468521082957745,-2.468521082957745,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,-0.34008379993014975,,,,1.0,0.0,0.0
CC(=O)C(O)=O,,2.65,2.322219294733919,2.401400540781544,2.8228216453031045,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.25,-1.33,-1.75,-2.61,-3.57,-4.44,-4.89,-4.98,-4.99,-4.99,3.0,-0.6934,1.1398790864012365,1.7323937598229686,1.0,0.0,1.0
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,,,-2.318758762624413,-2.318758762624413,-2.318758762624413,-2.318758762624413,-2.318758762624413,-2.318758762624413,-2.318758762624413,-2.318758762624413,-2.318758762624413,-2.318758762624413,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,,,2.161368002234975,2.6694749461489047,1.0,0.0,0.0
CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)C2=C(O)Oc3ccccc3C2=O,,4.5,-2.221848749616356,-2.221848749616356,-2.193820026016113,-2.0915149811213505,-1.6020599913279623,-0.6989700043360187,0.25527250510330607,0.9777236052888477,1.255272505103306,1.2787536009528289,2.97,2.97,2.96,2.85,2.35,1.46,0.51,-0.23,-0.49,-0.52,,0.5,2.295567099962479,,1.0,0.0,1.0
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,,4.5,-1.7212463990471711,-1.7212463990471711,-1.6989700043360187,-1.585026652029182,-1.0969100130080565,-0.20760831050174613,0.7403626894942439,1.4913616938342726,1.7403626894942439,1.792391689498254,3.13,3.13,3.12,3.01,2.51,1.62,0.67,-0.07,-0.33,-0.37,-1.7695510786217261,0.8867,2.2068258760318495,,1.0,0.0,1.0
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-0.51,3.55,-0.6020599913279624,-0.6020599913279624,-0.494850021680094,-0.03151705144606486,0.8061799739838872,1.5440680443502757,1.8512583487190752,1.8864907251724818,1.8864907251724818,1.8864907251724818,1.23,1.23,1.14,0.66,-0.19,-0.93,-1.21,-1.25,-1.26,-1.26,-0.9469215565165803,,,,1.0,1.0,1.0
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c2c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c2I,-2.42,11.04,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.2787536009528289,0.3010299956639812,-4.07,-4.07,-4.07,-4.07,-4.07,-4.07,-4.07,-4.07,-4.07,-4.08,-0.7328282715969862,-0.6448,,,0.0,1.0,1.0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.72,11.35,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.2041199826559248,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.92,-2.93,-0.09908693226233094,-0.6474,2.247973266361807,,0.0,1.0,1.0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-2.97,11.47,1.3222192947339193,1.3222192947339193,1.3222192947339193,1.3222192947339193,1.3222192947339193,1.3222192947339193,1.3222192947339193,1.3222192947339193,1.3222192947339193,1.3424226808222062,-2.44,-2.44,-2.44,-2.44,-2.44,-2.44,-2.44,-2.44,-2.45,-2.47,-0.25258819211357664,,,,0.0,1.0,1.0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,10.56,9.08,2.999130541287371,2.999130541287371,2.999130541287371,2.999130541287371,2.999130541287371,2.6127838567197355,1.6989700043360187,0.7923916894982539,0.3424226808222063,1.380211241711606,-3.73,-3.71,-3.71,-3.71,-3.71,-3.69,-3.56,-3.05,-2.7,-3.69,1.0791812460476249,-0.8957,2.146128035678238,,0.0,1.0,1.0
CC(=O)N(c1onc(C)c1C)[S](=O)(=O)c2ccc(N)cc2,-0.17,,-1.3098039199714864,-1.337242168318426,-1.337242168318426,-1.337242168318426,-1.337242168318426,-1.337242168318426,-1.337242168318426,-1.337242168318426,-1.337242168318426,-1.337242168318426,2.12,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,-0.8664610916297825,,2.28668096935493,,1.0,1.0,0.0
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,5.75,15.53,2.0791812460476247,2.041392685158225,1.8692317197309762,1.2787536009528289,0.3979400086720376,-0.24412514432750865,-0.431798275933005,-0.431798275933005,-0.431798275933005,-0.431798275933005,-2.06,-2.03,-1.87,-1.26,-0.38,0.25,0.42,0.45,0.45,0.45,0.47712125471966244,0.8866,,,1.0,1.0,1.0
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,-0.83,1.08,0.0,0.7323937598229685,1.662757831681574,2.462397997898956,2.792391689498254,2.846955325019824,2.8549130223078554,2.8549130223078554,2.8549130223078554,2.8549130223078554,1.11,0.38,-0.55,-1.35,-1.68,-1.73,-1.74,-1.74,-1.74,-1.74,-1.2388241868442686,,,,1.0,1.0,1.0
CC(=O)NO,,9.26,2.41161970596323,2.41161970596323,2.41161970596323,2.41161970596323,2.41161970596323,2.41161970596323,2.4149733479708178,2.436162647040756,2.6009728956867484,3.0,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.25,-0.42,-1.04,2.7067177823367587,-0.5723,1.9566485792052033,,1.0,0.0,1.0
CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,-0.89,13.04,2.5622928644564746,2.5599066250361124,2.5599066250361124,2.5599066250361124,2.5599066250361124,2.5599066250361124,2.5599066250361124,2.5599066250361124,2.5599066250361124,2.5599066250361124,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,-2.82,2.1702617153949575,,,,1.0,1.0,1.0
CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O)N=C(N)N,11.56,3.82,2.9763499790032735,2.361727836017593,1.4771212547196624,0.8195439355418687,0.6334684555795865,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,-3.87,-3.87,-3.91,-4.09,-4.31,-4.36,-4.36,-4.36,-4.37,-4.39,0.8639173769578604,-0.7094,,,0.0,1.0,1.0
CC(=O)N[S](=O)(=O)c1ccc(N)cc1,0.93,5.43,1.5563025007672873,1.2304489213782739,1.1760912590556813,1.1760912590556813,1.255272505103306,1.6720978579357175,2.45484486000851,3.0,3.0,3.0,-1.34,-1.02,-0.97,-0.97,-1.05,-1.46,-2.24,-2.8,-2.94,-2.96,0.6242820958356683,-0.5396,2.2624510897304293,,1.0,1.0,1.0
CC(=O)Nc1c(I)cc(I)c(C(O)=O)c1I,-2.61,1.13,-0.17392519729917355,0.5185139398778874,1.4471580313422192,2.278753600952829,2.662757831681574,2.724275869600789,2.724275869600789,2.724275869600789,2.724275869600789,2.7323937598229686,2.04,1.35,0.42,-0.41,-0.78,-0.85,-0.85,-0.86,-0.86,-0.86,,,,2.737987326333431,1.0,1.0,1.0
CC(=O)Nc1cc(ccc1O)[As]2SCC(CO)S2,1.07,7.93,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
CC(=O)Nc1ccc(O)cc1,1.72,9.86,1.6812412373755872,1.255272505103306,1.1789769472931695,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.1760912590556813,1.2304489213782739,1.5185139398778875,-0.04,0.39,0.47,0.47,0.48,0.48,0.47,0.47,0.42,0.12,-1.329754146925876,-0.5343,,,1.0,1.0,1.0
CC(=O)Nc1ccc(cc1)/C=N/NC(N)=S,1.03,11.35,-0.7958800173440752,-1.0,-1.0132282657337552,-1.0132282657337552,-1.0132282657337552,-1.0132282657337552,-1.0132282657337552,-1.0132282657337552,-1.00436480540245,-0.958607314841775,1.27,1.46,1.48,1.48,1.49,1.49,1.48,1.48,1.48,1.42,-1.2967086218813386,,,,1.0,1.0,1.0
CC(=O)Nc1ccc(cc1)[S](Cl)(=O)=O,-4.77,13.75,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.07918124604762482,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,-0.23433144524098595,,,,1.0,1.0,1.0
CC(=O)Nc1sc(nn1)[S](N)(=O)=O,-3.37,7.44,0.4623979978989561,0.4623979978989561,0.4623979978989561,0.4623979978989561,0.4623979978989561,0.4913616938342727,0.6720978579357175,1.3222192947339193,2.0791812460476247,2.5646660642520893,-0.26,-0.26,-0.26,-0.26,-0.26,-0.29,-0.49,-1.13,-1.9,-2.37,-0.00877392430750515,-0.7761,2.4158077276355434,,1.0,1.0,1.0
CC(=O)OC1CN2CCC1CC2,9.22,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7573960287930244,1.9444826721501687,1.591064607026499,-2.84,-2.84,-2.84,-2.83,-2.81,-2.59,-1.91,-0.98,-0.16,0.2,2.3541084391474008,,,,1.0,1.0,0.0
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,8.97,14.23,3.0,3.0,3.0,3.0,3.0,2.8998205024270964,2.113943352306837,1.1760912590556813,0.4623979978989561,0.2041199826559248,-1.11,-1.11,-1.1,-1.1,-1.05,-0.73,0.05,0.99,1.71,1.96,-1.2132485778544388,-0.6032,2.162862993321926,,1.0,1.0,1.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,,12.05,-1.6777807052660807,-1.6777807052660807,-1.6777807052660807,-1.6777807052660807,-1.6777807052660807,-1.6777807052660807,-1.6777807052660807,-1.6777807052660807,-1.6777807052660807,-1.6575773191777938,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.11,-1.6020599913279623,,,,1.0,0.0,1.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,12.41,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,-1.5086383061657274,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.25,-1.3798639450262424,,,,1.0,0.0,1.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C,,12.47,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,-2.3010299956639813,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,-1.4762535331884354,-0.6606,,,1.0,0.0,1.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,,12.32,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,-1.3565473235138126,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,-1.6989700043360187,-0.6606,2.357934847000454,,1.0,0.0,1.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,12.42,-1.5528419686577808,-1.5528419686577808,-1.5528419686577808,-1.5528419686577808,-1.5528419686577808,-1.5528419686577808,-1.5528419686577808,-1.5528419686577808,-1.5528419686577808,-1.537602002101044,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,-1.2350770153501116,,,,1.0,0.0,1.0
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]23C,3.86,14.3,0.4623979978989561,0.17609125905568124,-0.5376020021010439,-1.207608310501746,-1.4559319556497243,-1.4814860601221125,-1.494850021680094,-1.494850021680094,-1.494850021680094,-1.494850021680094,0.09,0.37,1.1,1.78,2.01,2.04,2.04,2.04,2.04,2.04,,,,,1.0,1.0,1.0
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,,12.77,-1.537602002101044,-1.537602002101044,-1.537602002101044,-1.537602002101044,-1.537602002101044,-1.537602002101044,-1.537602002101044,-1.537602002101044,-1.537602002101044,-1.537602002101044,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,-2.3242216583259148,-0.5804,2.4899584794248346,,1.0,0.0,1.0
CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,4.0,,1.6812412373755872,1.3222192947339193,0.505149978319906,-0.3187587626244128,-0.6777807052660807,-0.744727494896694,-0.769551078621726,-0.769551078621726,-0.769551078621726,-0.769551078621726,-2.55,-2.19,-1.39,-0.57,-0.19,-0.12,-0.12,-0.12,-0.12,-0.12,0.12057393120584989,-0.603,2.012837224705172,,1.0,1.0,0.0
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC#N)C2=O)C(O)=O,-1.98,2.67,-0.14874165128092473,-0.07058107428570728,0.3424226808222063,1.2304489213782739,2.4313637641589874,3.0,3.0,3.0,3.0,3.0,-1.61,-1.69,-2.1,-2.99,-4.2,-5.69,-6.3,-6.35,-6.35,-6.35,0.38560627359831223,-0.754,2.2278867046136734,,1.0,1.0,1.0
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O,,,-2.050609993355087,-2.050609993355087,-2.050609993355087,-2.050609993355087,-2.050609993355087,-2.050609993355087,-2.050609993355087,-2.050609993355087,-2.050609993355087,-2.050609993355087,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,-2.381951903287907,,,,1.0,0.0,0.0
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,,,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,-2.1870866433571443,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,,0.651,2.3404441148401185,,1.0,0.0,0.0
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,,,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,-3.5086383061657274,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,-2.8181564120552274,0.7033,2.302114376956201,,1.0,0.0,0.0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,-1.68,11.2,-3.0132282657337552,-3.0132282657337552,-3.0132282657337552,-3.0132282657337552,-3.0132282657337552,-3.0132282657337552,-3.0132282657337552,-3.0132282657337552,-3.0132282657337552,-2.958607314841775,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.45,2.39,,-0.8252,2.3654879848909,,0.0,1.0,1.0
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)C2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,-2.19,11.9,-3.619788758288394,-3.619788758288394,-3.619788758288394,-3.619788758288394,-3.619788758288394,-3.619788758288394,-3.619788758288394,-3.619788758288394,-3.619788758288394,-3.6020599913279625,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.94,,-0.8957,2.3354579006893843,,0.0,1.0,1.0
CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1,,,-3.337242168318426,-3.337242168318426,-3.337242168318426,-3.337242168318426,-3.337242168318426,-3.337242168318426,-3.337242168318426,-3.337242168318426,-3.337242168318426,-3.337242168318426,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,-2.401209493236885,0.6125,2.1020905255118367,,1.0,0.0,0.0
CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C,,11.0,-0.13076828026902382,-0.13076828026902382,-0.13076828026902382,-0.13076828026902382,-0.13076828026902382,-0.13076828026902382,-0.13076828026902382,-0.13076828026902382,-0.13076828026902382,-0.08618614761628333,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.4,2.36,0.04139268515822508,-0.6796,,,1.0,0.0,1.0
