"CNTNTS_SEQ","CNTNTS_ID","ORGAN_CODE","SJ","CN","TEXT_CN","IMAGE_DOC_ID","DOC_ID","HIT_CNT","KWRD","DISP_YN","LAST_VER","DELETE_YN","REGISTER_NO","REGIST_DT","UPDUSR_NO","UPDT_DT","SCRIPT"
60,W1000001,"10",콘텐츠,"콘텐츠",,"1584680597214EFP0X4XL6GI5RNQFF8M6","1584680597214Y7U1RWY0NRLC0Y640YW3",1,,Y,"0.1",N,1,2020-03-20 14:03:18,1,2020-03-20 14:03:27,
