SMILES,Bi Basic,Bi Acidic,Bioavailability
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0,1.0
CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3,1,0,1.0
CC(O)(CC(O)=O)CC(O)=O,0,1,1.0
CC(O)(C[S](=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,1,1,1.0
CC(O)([P](O)(O)=O)[P](O)(O)=O,0,1,1.0
CC(O)=O,0,1,1.0
CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,1,1,0.0
CC(O)C(O)=O,0,1,1.0
CC(O)CO,0,1,1.0
CC(O)Cn1c(C)ncc1[N+]([O-])=O,1,1,1.0
CC(S)C(=O)NCC(O)=O,1,1,1.0
CC(c1ccccn1)C2=C(CCN(C)C)Cc3ccccc23,1,0,1.0
CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,1,0,1.0
CC1(C)C2CCC1(C)C(=O)C2,0,0,1.0
CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12,1,1,1.0
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc4ccncc4)ccc12,1,1,1.0
CC1(C)NC(=O)N(c2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)C1=O,1,1,1.0
CC1(C)N[C@@H](C(=O)N1[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4,1,1,1.0
CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,1,1,0.0
CC1(C)O[C@@H]2CO[C@@]3(CO[S](N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1,1,1.0
CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@@]2(O1)C(=O)CO,0,1,1.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,0,1,1.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0,1,1.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0,1,1.0
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(O)=O,1,1,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O,1,1,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,1,1,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(O)=O,1,1,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,1,1,1.0
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,0,0,0.0
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,0,0,1.0
CC1(C)[C@@H](N2[C@@H](CC2=O)[S]1(=O)=O)C(O)=O,1,1,1.0
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O,0,1,1.0
CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(O)=O)C(O)=O,0,1,0.0
CC1(CCN2CCCCC2)C(=O)CCc3ccccc13,1,0,1.0
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,0,1,1.0
CC12CC3CC(C)(C1)CC(N)(C3)C2,1,0,1.0
CC12CCC(=O)C=C1C=CC3C2CCC4(C)C3CCC45CCC(=O)O5,0,0,1.0
CC12CCC3C(CC=C4C=C(CCC34)OC5CCCC5)C1CCC2(O)C#C,0,1,1.0
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2OC5=CCCC5,0,0,1.0
CC12CCC3C(CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)C1CCC2O[P](O)(O)=O,1,1,1.0
CC1=C(C(c2cccc(c2)[N+]([O-])=O)C(=C(C)N1)[P]3(=O)OCC(C)(C)CO3)C(=O)OCCN(Cc4ccccc4)c5ccccc5,1,0,0.0
CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(O)=O)c2ccccc2,0,1,1.0
CC1=C(C=C(C#N)C(=O)N1)c2ccncc2,1,1,1.0
CC1=C(CCN2CCC(CC2)=C(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5C=CSC5=N1,1,0,1.0
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1,1,1,1.0
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,1,0,1.0
CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,0,1,1.0
CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,1,1,1.0
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,1,1,1.0
CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,1,0,1.0
CC1=C(SCCO1)C(=O)Nc2ccccc2,1,1,1.0
CC1=CC(=O)C[C@@H]2CCC3C4CCC(O)C4(C)CCC3C12C,0,1,1.0
CC1=CC(=O)Oc2cc(O)ccc12,0,1,1.0
CC1=CC(=O)Oc2cc(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)ccc12,0,1,1.0
CC1=CC(=O)c2ccccc2C1=O,0,0,1.0
CC1=CN(C(=O)C=C1)c2ccccc2,1,0,1.0
CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,0,1,1.0
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,0,1,1.0
CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,0,1,1.0
CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)C(=O)NC1=O,0,1,1.0
CC1=CNC(=O)NC1=O,1,1,1.0
CC1=NN(C(=O)C1)c2ccccc2,1,0,1.0
CC1=N[S](=O)(=O)c2cc(Cl)ccc2N1,1,1,1.0
CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,0,1,1.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CCl,0,1,1.0
CC1CCc2c(N3CCC(O)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,1,1,1.0
CC1CN(CCN1)c2cc3N(C=C(C(O)=O)C(=O)c3c(C)c2F)C4CC4,1,1,1.0
CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,1,1,1.0
CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)[S](N)(=O)=O,1,1,1.0
CC1NCCOC1c2ccccc2,1,0,1.0
CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)[S](N)(=O)=O,1,1,1.0
CC1OC(C)OC(C)O1,0,0,1.0
CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,0,1,1.0
CC1SC2=C(C(O)=O)C(=O)c3cc(F)c(cc3N12)N4CCN(CC4)CC5=C(C)OC(=O)O5,1,1,1.0
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,1,1,1.0
CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,0,1,1.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,1,0,1.0
CCC(=O)C(CC(C)N1CCCCC1)(c2ccccc2)c3ccccc3,1,0,1.0
CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,1,1,1.0
CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3,1,0,1.0
CCC(=O)N(c1ccccc1)C2(CCN(CCc3sccc3)CC2)COC,1,0,1.0
CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,1,1,1.0
CCC(=O)N[S](=O)(=O)c1ccc(cc1)c2c(C)onc2c3ccccc3,1,1,1.0
CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c2ccccc2,1,0,1.0
CCC(=O)OC(O[P](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(O)=O)C3CCCCC3)C(C)C,1,1,0.0
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,0,1,1.0
CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,1,0,1.0
CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,0,1,1.0
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,0,0,1.0
CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C,0,0,1.0
CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,1,0,1.0
CCC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,1,1,1.0
CCC(Br)(CC)C(=O)NC(N)=O,1,1,1.0
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,0,1,1.0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0,1,1.0
CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,1,0,1.0
CCC(C)(CC)OC(N)=O,1,1,1.0
CCC(C)(Oc1ccc(cc1)C2(CCCCC2)c3ccc(OC(C)(CC)C(O)=O)cc3)C(O)=O,0,1,1.0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,0,1,1.0
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,0,1,1.0
CCC(C)N(CC(O)c1cccn1Cc2ccccc2Cl)C(C)CC,1,1,1.0
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,1,0,0.0
CCC(CC)(CC(=O)Nc1cccc(/C=C/c2scc(n2)C3CCC3)c1)C(O)=O,1,1,1.0
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c2ccccc2,1,0,1.0
CCC(Cc1c(I)cc(I)c(N)c1I)C(O)=O,1,1,1.0
CCC(N)=O,1,1,1.0
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,1,1,1.0
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,1,0,1.0
CCC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,0,1,1.0
CCC1(C(=O)NC(=O)N(C)C1=O)c2ccccc2,1,1,1.0
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,0,1,1.0
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0,1,1.0
CCC1(C(=O)NCNC1=O)c2ccccc2,1,1,1.0
CCC1(C)CC(=O)NC(=O)C1,1,1,1.0
CCC1(C)CC(=O)NC1=O,1,1,1.0
CCC1(C)OC(=O)N(C)C1=O,1,0,1.0
CCC1(CC)C(=O)CCNC1=O,1,1,1.0
CCC1(CC)C(=O)NC(=O)N(C)C1=O,1,1,1.0
CCC1(CC)C(=O)NC(=O)NC1=O,0,1,1.0
CCC1(CC)C(=O)NC=CC1=O,1,1,1.0
CCC1(CC)C(=O)NCC(C)C1=O,1,1,1.0
CCC1(CCC(=O)NC1=O)c2ccc(N)cc2,1,1,1.0
CCC1(CCC(=O)NC1=O)c2ccccc2,1,1,1.0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0,1,1.0
CCC1(NC(=O)N(C)C1=O)c2ccccc2,1,1,1.0
CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCC(C)CC3)C1=O,1,1,1.0
CCC1=C(C[C@H]2NCCc3cc(OC)c(OC)cc23)C[C@@H]4N(CCc5cc(OC)c(OC)cc45)C1,1,0,1.0
CCC1C(=NN=C(c2ccc(OC)c(OC)c2)c3cc(OC)c(OC)cc13)C,1,0,1.0
CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,1,1,1.0
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,1,1,1.0
CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,0,1,1.0
CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,1,1,1.0
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,1,1,1.0
CCCC(C)(COC(N)=O)COC(N)=O,1,1,1.0
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,0,1,1.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,1,1,1.0
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,0,1,1.0
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,1,1,1.0
CCCC(CCC)C(O)=O,0,1,1.0
CCCC(O)=O,0,1,1.0
CCCC1C(=O)N2N(C1=O)C(=Nc3ccc(C)cc23)N(C)C,1,1,1.0
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O,1,1,1.0
CCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO,0,1,1.0
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,0,1,1.0
CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O,1,1,1.0
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,1,0,0.0
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,0,0,1.0
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@H]2CCCCCCC(O)=O)O1,0,1,1.0
CCCCC(O)=O,0,1,1.0
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5,1,1,1.0
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,1,1,1.0
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,1,1,1.0
CCCCC1C(=O)NN(C1=O)c2ccccc2,1,1,1.0
CCCCC1OC(=O)c2ccccc12,0,0,1.0
CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,0,0,0.0
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,1.0
CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,0,0,1.0
CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C(O)=O,0,1,1.0
CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=O)CC[C@H]3C(C)(C)Oc2c1,0,1,1.0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0,0,0.0
CCCCCCCC(O)=O,0,1,1.0
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,1,1,1.0
CCCCCCCCC(=O)OC,0,0,1.0
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)NC3C(C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)C(C)CC(O)=O,1,1,0.0
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,0,0,1.0
CCCCCCCCCC(O)=O,0,1,1.0
CCCCCCCCCCCC(O)=O,0,1,1.0
CCCCCCCCCCCCC(O)=O,0,1,1.0
CCCCCCCCCCCCCC(=O)OC(C)C,0,0,0.0
CCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N,1,1,1.0
CCCCCCCCCCCCCCCC(=O)NCCO,1,1,1.0
CCCCCCCCCCCCCCCC(O)C(N)CO,1,1,1.0
CCCCCCCCCCCCCCCCCC(O)=O,0,1,0.0
CCCCCCCCCCCCCCCCCCCCCCC(O)=O,0,1,0.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,0,1,0.0
CCCCCCCCCCCCCCCCCCCCCCO,0,1,0.0
CCCCCCCCCCCCCCCCO,0,1,0.0
CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,1,1,1.0
CCCCCCCCCCCCO,0,1,1.0
CCCCCCCCCCCC[N+](C)(C)[O-],1,0,1.0
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,1,1,0.0
CCCCCCCCCCNCCN[C@@]1(C)C[C@@H](O[C@@H](C)[C@H]1O)O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3c4Oc5ccc(cc5Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]6C(=O)N[C@H]7C(=O)N[C@@H]([C@H](O)c8ccc(Oc3cc6c4)c(Cl)c8)C(=O)N[C@H](C(O)=O)c9cc(O)c(CNC[P](O)(O)=O)c(O)c9c%10cc7ccc%10O,1,1,0.0
CCCCCCCCCC[S](O)(=O)=O,0,1,1.0
CCCCCCCCCO,0,1,1.0
CCCCCCCCN1CCc2c(C)c(CC(O)=O)c(C)c(NC(=O)C(C)(C)C)c12,1,1,0.0
CCCCCCCCO,0,1,1.0
CCCCCCCCOC(=O)C(=C)C#N,0,0,1.0
CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O,1,1,1.0
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)cc1,1,1,0.0
CCCCCCOc1nsnc1C2=CCCN(C)C2,1,0,1.0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1,1,1,1.0
CCCCCNC(=O)c1coc(n1)[C@@H]2C3CC[C@H](O3)[C@@H]2Cc4ccccc4CCC(O)=O,1,1,1.0
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,1,1,1.0
CCCCCON=O,0,0,1.0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,0,1,1.0
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,0,1,1.0
CCCCN,1,0,1.0
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,1,0,1.0
CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(N[S](C)(=O)=O)cc23,1,1,0.0
CCCCN(CCCC)CCNc1onc(n1)c2ccccc2,1,0,1.0
CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12,1,0,1.0
CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,1,1,1.0
CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,1,1,1.0
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1,1,1.0
CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1,1,1,1.0
CCCCNC(=O)N[S](=O)(=O)c1ccc(N)cc1,1,1,1.0
CCCCNc1cc(cc(c1Oc2ccccc2)[S](N)(=O)=O)C(O)=O,1,1,1.0
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,1,0,1.0
CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,1,0,0.0
CCCCOC(=O)C(=C)C#N,0,0,1.0
CCCCOC(=O)CCC(=O)OCCCC,0,0,1.0
CCCCOC(=O)c1ccc(N)cc1,1,0,1.0
CCCCOC(=O)c1ccc(O)cc1,0,1,1.0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,0,0,1.0
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,1,1,1.0
CCCCOc1ccc(CC(=O)NO)cc1,0,1,1.0
CCCCOc1ccc(OCCCN2CCOCC2)cc1,1,0,1.0
CCCCSc1ccc(cc1)C(SCCN(C)C)c2ccccc2,1,0,1.0
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,1,1,1.0
CCCCc1nn(Cc2ccc(nc2)c3ccccc3c4n[nH]nn4)c(CCCC)n1,1,0,1.0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,1,0,0.0
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,1,1,1.0
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c4ccc(OC)cc24)CC1)NC(=O)c5ccccc5,1,1,0.0
CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)c1ccccc1,1,1,1.0
CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c2ccccc2,1,1,1.0
CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O,1,1,1.0
CCCN(CCc1sccc1)C2CCc3c(O)cccc3C2,1,1,1.0
CCCN1C(=O)NC(=O)c2[nH]cnc12,1,1,1.0
CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,1,1,1.0
CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,1,1,1.0
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,1,1,1.0
CCCNC(C)C(=O)Nc1ccccc1C,1,1,1.0
CCCN[C@@H]1CCc2nc(N)sc2C1,1,0,1.0
CCCO,0,1,1.0
CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I,1,0,1.0
CCCOC(=O)c1ccc(O)cc1,0,1,1.0
CCCOC(C)=O,0,0,1.0
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,1,1,1.0
CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,1,1,1.0
CCC[C@@]1(CCc2ccccc2)CC(=O)C(=C(O)O1)[C@H](CC)c3cccc(N[S](=O)(=O)c4ccc(cn4)C(F)(F)F)c3,1,1,0.0
CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,1,1,1.0
CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(O)=O)C(O)=O,1,1,1.0
CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4,1,1,1.0
CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4)C(O)=O)C(C)(C)O,1,1,1.0
CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(O)=O)c5nc6ccccc6n5C,1,1,0.0
CCCc1nn(C)c2C(=O)N=C(Nc12)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(C)CC4,1,1,1.0
CCCl,0,0,1.0
CCCn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,1,0,1.0
CCN(C(C)=O)c1cccc(c1)c2ccnc3n2ncc3C#N,1,0,1.0
CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,1,0,1.0
CCN(CC)C(=O)/C(=C/c1cc(O)c(O)c(c1)[N+]([O-])=O)C#N,1,1,1.0
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,1,0,1.0
CCN(CC)C(=O)N1CCN(C)CC1,1,0,1.0
CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,1,1,1.0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,1,1,1.0
CCN(CC)C(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,1,1,1.0
CCN(CC)C(=O)c1cccnc1,1,0,1.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,1,0,1.0
CCN(CC)C(C)C(=O)c1ccccc1,1,0,1.0
CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13,1,0,1.0
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,1,1,1.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,1,1,1.0
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,1,1,1.0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1,0,1.0
CCN(CC)CCCN(C1Cc2ccccc2C1)c3ccccc3,1,0,1.0
CCN(CC)CCNC(=O)c1ccc(N)cc1,1,1,1.0
CCN(CC)CCNc1ccc(C)c2Sc3ccccc3C(=O)c12,1,0,1.0
CCN(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12,1,1,1.0
CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,1,0,1.0
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,1,0,1.0
CCN(CC)CCOC(=O)c1ccc(N)cc1,1,0,1.0
