SMILES,Bi Basic,Bi Acidic,Bioavailability
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,1,0,1.0
CCN(CC)CCOC(=O)c1cccc(c1O)c2ccccc2,1,1,1.0
CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,1,0,1.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1,1,1.0
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1,1,1.0
CCN1C(=O)C=CC1=O,1,0,1.0
CCN1C(=O)N(CC)c2nc(/C=C/c3ccc(OC)c(OC)c3)n(C)c2C1=O,1,0,1.0
CCN1C(=O)NC(C1=O)c2ccccc2,1,1,1.0
CCN1C(=O)OC(C)(C)C1=O,1,0,1.0
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,1,1,1.0
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,1,1,1.0
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,1,1,1.0
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3,1,1,1.0
CCN1C=C(C(O)=O)C(=O)c2cc3OCOc3cc12,1,1,1.0
CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,1,1,1.0
CCN1C=C(C(O)=O)C(=O)c2ccc(cc12)c3ccncc3,1,1,1.0
CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N3CCNCC3,1,1,1.0
CCN1C=CC(=NC1=O)N[S](=O)(=O)c2ccc(N)cc2,1,1,1.0
CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,1,0,1.0
CCN1CCCC1CNC(=O)c2cc(c(N)cc2OC)[S](=O)(=O)CC,1,1,1.0
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](=O)(=O)CC,1,1,1.0
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](N)(=O)=O,1,1,1.0
CCN1CCC[C@@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,1,1,1.0
CCN1CCN(C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)C(=O)C1=O,1,1,0.0
CCN1CCN(CC1)c2cc(c3ccc(F)cc3)c4CCCCCCc4n2,1,0,1.0
CCN1N=C(C(O)=O)C(=O)c2cc3OCOc3cc12,1,0,1.0
CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,1,1,1.0
CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)C(Cc2cn(Cc3ccccc3)cn2)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CO)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7c[nH]cn7)NC(=O)C8CCC(=O)N8,1,1,0.0
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,1,1,1.0
CCNC(C)Cc1cccc(c1)C(F)(F)F,1,0,1.0
CCNCC(O)c1cccc(O)c1,1,1,1.0
CCN[C@H]1CN(CCCOC)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,1,1,1.0
CCN[C@H]1C[C@H](C)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,1,1,1.0
CCNc1nc(Cl)nc(NC(C)C)n1,1,0,1.0
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,0,0,1.0
CCOC(=O)/C=C/1SC(N2CCCCC2)C(=O)N1C,1,0,1.0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,0,1.0
CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,0,1,1.0
CCOC(=O)C(CCN1CCOCC1)(c2ccccc2)c3ccccc3,1,0,1.0
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,1,0,1.0
CCOC(=O)C1(CCN(CCc2ccc(N)cc2)CC1)c3ccccc3,1,0,1.0
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,1,0,1.0
CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+]([O-])=O)C(=O)OC)C,1,0,1.0
CCOC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OCC)C,1,0,1.0
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,1,0,1.0
CCOC(=O)C1=CNc2cc(OCC(C)C)c(OCC(C)C)cc2C1=O,1,1,1.0
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,1,1,1.0
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c5ccccc5n1c4[C@H]23,1,0,1.0
CCOC(=O)C1N=C(c2ccccc2F)c3cc(Cl)ccc3NC1=O,1,1,1.0
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,0,0,1.0
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,0,0,0.0
CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCc3ccc(cc3)/C(N)=N/O,1,1,1.0
CCOC(=O)COc1ccc2C(=C(CCN(CC)CC)C(=O)Oc2c1Cl)C,1,0,1.0
CCOC(=O)N1C=CN(C)C1=S,1,0,1.0
CCOC(=O)N1CCC(CC1)=C2c3ccc(Cl)cc3CCc4cccnc24,1,0,1.0
CCOC(=O)N1[C@H](CC)C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)OC)c3cc(ccc13)C(F)(F)F,1,0,0.0
CCOC(=O)NNc1ccc(nn1)N(CC)CC(C)O,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)CC2(CCCC2)C(=O)N[C@H]3CCc4ccccc4N(CC(O)=O)C3=O,1,1,0.0
CCOC(=O)[C@H](CCc1ccccc1)NC(C)C(=O)N2CC3(CC2C(O)=O)SCCS3,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)NC2CS[C@@H](CN(CC(O)=O)C2=O)c3sccc3,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(O)=O)C2Cc3ccccc3C2,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(OC)c(OC)cc3C[C@H]2C(O)=O,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(O)=O,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H](CN(C)C2=O)C(O)=O,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(O)=O,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(O)=O,1,1,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(CC(O)=O)C2=O,1,1,1.0
CCOC(=O)c1c(N)sc2CN(CCc12)Cc3ccccc3,1,0,1.0
CCOC(=O)c1ccc(N)cc1,1,0,1.0
CCOC(=O)c1ccc(nc1)C#Cc2ccc3SCCC(C)(C)c3c2,1,0,1.0
CCOC(=O)c1cncn1C(C)c2ccccc2,1,0,1.0
CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,1,0,1.0
CCOC(CN1CCN(CC1)CC(C)C(=O)c2ccccc2)c3ccccc3,1,0,1.0
CCOCC,0,0,1.0
CCOCCN(Cc1ccc(CN(CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl,1,0,0.0
CCOCCO,0,1,1.0
CCOCCOC(=O)/C=C/c1ccc(OC)cc1,0,0,1.0
CCOCCn1c(nc2ccccc12)C3CCN(CC3)CCc4ccc(cc4)C(C)(C)C(O)=O,1,1,1.0
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,1,1,1.0
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)c4nccc5ccccc45,1,1,1.0
CCO[P](=O)(OCC)OCC,0,0,1.0
CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,0,0,1.0
CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,0,0,1.0
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(O)=O,1,1,1.0
CCOc1cc(N)c(Cl)cc1C(=O)NCC2CN(CCO2)Cc3ccc(F)cc3,1,1,1.0
CCOc1cc(N)c(cc1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+]([O-])=O,1,1,1.0
CCOc1cc(OCC)c(cc1OCC)C(=O)CCC(O)=O,0,1,1.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1,1,1.0
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)C(NC(=O)[C@@H](NC2=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)cc1,1,1,0.0
CCOc1ccc(NC(C)=O)cc1,1,1,1.0
CCOc1ccc(N[S](=O)(=O)c2ccc(N)cc2)nn1,1,1,1.0
CCOc1ccc(cc1OCC)c2scc(n2)c3cccc(n3)C(O)=O,1,1,1.0
CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,1,1,1.0
CCOc1ccc2nc(sc2c1)[S](N)(=O)=O,1,1,1.0
CCOc1ccccc1C(N)=O,1,1,1.0
CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)[S](N)(=O)=O,1,1,1.0
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc4ccc(cc4)c5ccccc5c6n[nH]nn6,1,1,0.0
CCOc1nc2cccc(C(O)=O)c2n1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5,1,1,1.0
CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1,1,0,1.0
CC[C@@H](C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](Cc5c[nH]c6cccc4c56)N(C)C3)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,1,1,1.0
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34,1,1,1.0
CC[C@@H](CO)NCCN[C@@H](CC)CO,1,1,1.0
CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2,1,0,1.0
CC[C@@H]([C@H](C)O)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@@H]5CO[C@@](C5)(Cn6cncn6)c7ccc(F)cc7F)cc4,1,1,0.0
CC[C@@H]1N(C(=O)OC(C)C)c2cc(F)ccc2NC1=O,1,1,1.0
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4c(CCNC(C)C)c5ccccc5nc34)C2=O,1,1,1.0
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,1,1,1.0
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,1,1,1.0
CC[C@@]1(O)C[C@H](OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c5c(O)c6C(=O)c7c(O)cccc7C(=O)c6cc5[C@H]1C(=O)OC,1,1,0.0
CC[C@@]12CCCN3CCc4c5ccccc5n(c4[C@H]13)[C@](O)(C2)C(=O)OC,1,1,1.0
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0,1,1.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0,1,1.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,0,1,1.0
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,1,1,0.0
CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,1,1,1.0
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2,1,0,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1,1,0.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,1,1,0.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,1,0.0
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,1,0,1.0
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,0,1,1.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(N)=O)C1,1,1,1.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,1,1,1.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,1,1,1.0
CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,0,1,1.0
CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0,1,1.0
CC[C@]12CCCN3CCc4c5ccccc5n(C(=O)C1)c4[C@H]23,1,0,1.0
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(/CC[C@H]34)=N/O)[C@@H]1CC[C@@]2(O)C#C,0,1,1.0
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(/CC[C@H]34)=N/O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,0,1,1.0
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0,1,1.0
CC[S](=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,1,0,1.0
CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,1,1,1.0
CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,1,1,1.0
CCc1cc(ccn1)C(N)=S,1,1,1.0
CCc1cc2CC(Cc2cc1CC)NCC(O)c3ccc(O)c4NC(=O)C=Cc34,1,1,1.0
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,1,1,1.0
CCc1ccc(cc1)C(=O)C(C)CN2CCCCC2,1,0,1.0
CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12,1,1,1.0
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,1,0,1.0
CCc1oc2ccccc2c1C(=O)c3cc(Br)c(O)c(Br)c3,0,1,1.0
CCc1oc2ccccc2c1C(=O)c3cc(I)c(O)c(I)c3,0,1,0.0
CCc1sc2N(C)C(=O)CN=C(c3ccccc3Cl)c2c1,1,0,1.0
CCc1sc2n3c(C)nnc3CN=C(c4ccccc4Cl)c2c1,1,0,1.0
CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,1,1,1.0
CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2occc2)cc1,1,0,1.0
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c2c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c2I,1,1,0.0
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc2ccccc2,1,1,1.0
CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1,1,0.0
CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3,1,0,1.0
CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)c3ccccc3)c4ccc(Cl)c(Cl)c4)CC1)c5ccccc5,1,0,0.0
CN(C(C)=O)c1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,1,1,1.0
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1,0,1.0
CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,1,0,1.0
CN(C)C(=O)OC1N=C(c2ccccc2)c3cc(Cl)ccc3N(C)C1=O,1,0,1.0
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,1,1,1.0
CN(C)C(=S)SC(=S)N(C)C,1,0,1.0
CN(C)C(=S)SSC(=S)N(C)C,1,0,1.0
CN(C)CC(c1ccc(O)cc1)C2(O)CCCCC2,1,1,1.0
CN(C)CCC(O)(c1ccccc1)c2ccccc2Cl,1,1,1.0
CN(C)CCC(c1ccc(Br)cc1)c2ccccn2,1,0,1.0
CN(C)CCC(c1ccccc1)c2ccccn2,1,0,1.0
CN(C)CCC=C1c2ccccc2CCc3ccccc13,1,0,1.0
CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,1,0,1.0
CN(C)CCCN1c2ccccc2C(C)(C)c3ccccc13,1,0,1.0
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,1,0,1.0
CN(C)CCCN1c2ccccc2CCc3ccccc13,1,0,1.0
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,1,0,1.0
CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F,1,0,1.0
CN(C)CCCN1c2ccccc2Sc3ccccc13,1,0,1.0
CN(C)CCCOC1(CCCCCC1)Cc2ccccc2,1,0,1.0
CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,1,0,1.0
CN(C)CCCn1c2CCCCCCc2c3ccccc13,1,0,1.0
CN(C)CCCn1cc(c2ccccc12)C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45,1,1,1.0
CN(C)CCN(Cc1sccc1)c2ccccn2,1,0,1.0
CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23,1,0,1.0
CN(C)CCO,1,1,1.0
CN(C)CCOC(=O)C(c1ccccc1)C2(O)CCCC2,1,1,1.0
CN(C)CCOC(=O)COc1ccc(Cl)cc1,1,0,1.0
CN(C)CCOC(C)(c1ccccc1)c2ccccn2,1,0,1.0
CN(C)CCOC(c1ccc(Cl)cc1)c2ccccn2,1,0,1.0
CN(C)CCOC(c1ccccc1)c2ccccc2,1,0,1.0
CN(C)CCOC(c1ccccc1)c2ccccc2C,1,0,1.0
CN(C)CCOC1=Cc2ccccc2Sc3ccc(Cl)cc13,1,0,1.0
CN(C)CCOc1ccccc1Cc2ccccc2,1,0,1.0
CN(C)CC[C@@H](c1ccc(Br)cc1)c2ccccn2,1,0,1.0
CN(C)CCc1c[nH]c2ccc(C[C@@H]3COC(=O)N3)cc12,1,1,1.0
CN(C)CCc1c[nH]c2ccc(C[S](=O)(=O)N3CCCC3)cc12,1,1,1.0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1,1,1.0
CN(C)CCc1c[nH]c2ccc(O)cc12,1,1,1.0
CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(O)=O,1,1,1.0
CN(C)C[C@@H]1CCn2cc(c3ccccc23)C4=C(C(=O)NC4=O)c5cn(CCO1)c6ccccc56,1,1,1.0
CN(C)[S](=O)(=O)c1ccc2Sc3ccccc3N(CCCN4CCC(CCO)CC4)c2c1,1,1,1.0
CN(C)c1nc(nc(n1)N(C)C)N(C)C,1,0,1.0
CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)C5=NC=CC(=O)N5,1,1,1.0
CN(CC#C)Cc1ccccc1,1,0,1.0
CN(CC(=O)N1CCOCC1)Cc2c(Cl)cccc2NC(=O)c3ccccc3,1,1,1.0
CN(CC(O)=O)C(N)=N,1,1,1.0
CN(CCCl)CCCl,1,0,1.0
CN(CCO[P](O)(O)=O)C(N)=N,1,1,1.0
CN(CCOc1ccc(N[S](C)(=O)=O)cc1)CCc2ccc(N[S](C)(=O)=O)cc2,1,1,1.0
CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2,1,0,1.0
CN(Cc1ccc(cc1)C(C)(C)C)Cc2cccc3ccccc23,1,0,1.0
CN(Cc1ccc2NC(=NC(=O)c2c1)C)c3sc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1,1,1.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1,1,0.0
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,1,1,1.0
CN([C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CC6)c45)C(=O)/C=C/c7cocc7,1,1,1.0
CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,1,1,1.0
CN1C(=C(/O)Nc2ccccn2)/C(=O)c3sc(Cl)cc3[S]1(=O)=O,1,1,1.0
CN1C(=C(/O)Nc2sc(C)cn2)/C(=O)c3ccccc3[S]1(=O)=O,1,1,1.0
CN1C(=O)C(NC(=O)c2cc3cccc4CCCn2c34)N=C(c5ccccc5)c6ccccc16,1,1,1.0
CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,1,1,1.0
CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,1,1,1.0
CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13,1,1,1.0
CN1C(=O)CC(C)(C1=O)c2ccccc2,1,0,1.0
CN1C(=O)CC(C1=O)c2ccccc2,1,0,1.0
CN1C(=O)CN2C(=O)C=C(C)OC2(c3ccccc3)c4cc(Cl)ccc14,1,0,1.0
CN1C(=O)CN=C(C2=CCCCC2)c3cc(Cl)ccc13,1,0,1.0
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,1,0,1.0
CN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,1,0,1.0
CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+]([O-])=O,1,0,1.0
CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,1,0,1.0
CN1C(=O)N(C)c2nc[nH]c2C1=O,1,1,1.0
CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,1,1,1.0
CN1C(=O)N(Cc2occc2)c3nc(C)[nH]c3C1=O,1,1,1.0
CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,1,1,1.0
CN1C(=O)NC(=O)N(C1=O)c2ccc(Oc3ccc(cc3)[S](=O)(=O)C(F)(F)F)c(C)c2,1,1,1.0
CN1C(=O)OC(C)(C)C1=O,1,0,1.0
CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,0,1,1.0
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,0,1,1.0
CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,1,0,1.0
CN1C2C(N(C)C1=O)N(C)C(=O)N2C,1,0,1.0
CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,1,1,1.0
CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,1,1,1.0
CN1C=CC(=O)C(=C1C)O,1,1,1.0
CN1C=CNC1=S,1,1,1.0
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,1,1,1.0
CN1CC(O)C2=CC(=N/NC(N)=O)/C(=O)C=C12,1,1,1.0
CN1CCC(C1)CN2c3ccccc3Sc4ccccc24,1,0,1.0
CN1CCC(CC1)=C2c3ccccc3C=Cc4ccccc24,1,0,1.0
CN1CCC(CC1)=C2c3ccccc3CC(=O)c4sccc24,1,0,1.0
CN1CCC(CC1)=C2c3ccccc3CCc4cccnc24,1,0,1.0
CN1CCC(CC1)=C2c3ccccc3CCn4c(C=O)cnc24,1,0,1.0
CN1CCC(CC1)=C2c3ccccc3Sc4ccccc24,1,0,1.0
CN1CCC(CC1)=C2c3ccsc3CCc4ccccc24,1,0,1.0
CN1CCC(CC1)OC(c2ccccc2)c3ccccc3,1,0,1.0
CN1CCC2=C(C1)C(c3ccccc3)c4ccccc24,1,0,1.0
CN1CCC2=C(C1)c3ccccc3Cc4ccccc24,1,0,1.0
CN1CCCCC1C(=O)Nc2c(C)cccc2C,1,1,1.0
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)=O,1,0,1.0
CN1CCCN=C1COC(=O)C(O)(C2CCCCC2)c3ccccc3,1,1,1.0
CN1CCC[C@@H]1Cc2c[nH]c3ccc(CC[S](=O)(=O)c4ccccc4)cc23,1,1,1.0
CN1CCN(CC/C=C/2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,1,0,1.0
CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,1,0,1.0
